300	89700	0
0	1	3373
0	2	12582
0	3	32028
0	4	11077
0	5	25684
0	6	995
0	7	8409
0	8	27841
0	9	18129
0	10	20561
0	11	30388
0	12	23348
0	13	29227
0	14	25148
0	15	3669
0	16	32070
0	17	26453
0	18	1522
0	19	5265
0	20	15094
0	21	14646
0	22	20777
0	23	17578
0	24	16828
0	25	29712
0	26	18362
0	27	6037
0	28	18834
0	29	4301
0	30	9894
0	31	19440
0	32	12806
0	33	16094
0	34	5856
0	35	29759
0	36	25101
0	37	28057
0	38	17264
0	39	2664
0	40	28259
0	41	7306
0	42	7717
0	43	5633
0	44	13491
0	45	15468
0	46	28747
0	47	23418
0	48	2771
0	49	7454
0	50	27064
0	51	30108
0	52	32062
0	53	31327
0	54	24517
0	55	5208
0	56	26431
0	57	2248
0	58	15888
0	59	22558
0	60	28556
0	61	22505
0	62	24693
0	63	14619
0	64	31752
0	65	17296
0	66	19472
0	67	16251
0	68	29167
0	69	19831
0	70	7217
0	71	19370
0	72	15751
0	73	11787
0	74	6492
0	75	26454
0	76	8405
0	77	27366
0	78	10165
0	79	29345
0	80	21119
0	81	12065
0	82	10039
0	83	32208
0	84	24860
0	85	1628
0	86	23679
0	87	22016
0	88	9463
0	89	29419
0	90	15082
0	91	14366
0	92	17776
0	93	11538
0	94	28137
0	95	26876
0	96	10956
0	97	20052
0	98	520
0	99	9568
0	100	30763
0	101	13915
0	102	12192
0	103	8753
0	104	10904
0	105	4092
0	106	5473
0	107	19939
0	108	26853
0	109	81
0	110	21867
0	111	21102
0	112	32469
0	113	18074
0	114	31343
0	115	31404
0	116	9870
0	117	9898
0	118	25885
0	119	1553
0	120	22474
0	121	4663
0	122	11653
0	123	20244
0	124	7114
0	125	9888
0	126	3232
0	127	26296
0	128	8684
0	129	937
0	130	26414
0	131	9669
0	132	31497
0	133	10751
0	134	17344
0	135	21141
0	136	24996
0	137	37
0	138	26398
0	139	5408
0	140	210
0	141	27111
0	142	16360
0	143	9005
0	144	25134
0	145	17044
0	146	9922
0	147	29875
0	148	28142
0	149	31894
0	150	20290
0	151	31276
0	152	28466
0	153	22905
0	154	28446
0	155	30442
0	156	26358
0	157	9875
0	158	5573
0	159	1259
0	160	16261
0	161	2454
0	162	8790
0	163	4479
0	164	7125
0	165	18098
0	166	30045
0	167	3812
0	168	21304
0	169	6220
0	170	24054
0	171	23662
0	172	27655
0	173	25395
0	174	31186
0	175	10970
0	176	23131
0	177	313
0	178	27052
0	179	13334
0	180	94
0	181	27959
0	182	18964
0	183	20767
0	184	28427
0	185	9322
0	186	7471
0	187	8274
0	188	27019
0	189	18086
0	190	6418
0	191	30003
0	192	32040
0	193	10999
0	194	6583
0	195	10662
0	196	18326
0	197	5145
0	198	15637
0	199	14803
0	200	4513
0	201	32397
0	202	5286
0	203	16184
0	204	30524
0	205	23296
0	206	32673
0	207	2804
0	208	5929
0	209	11438
0	210	8038
0	211	2783
0	212	15748
0	213	3018
0	214	1814
0	215	22675
0	216	13042
0	217	32179
0	218	23491
0	219	12840
0	220	1556
0	221	28504
0	222	21916
0	223	17148
0	224	26091
0	225	5720
0	226	5825
0	227	27417
0	228	15667
0	229	17079
0	230	22356
0	231	3936
0	232	27838
0	233	25763
0	234	28256
0	235	24150
0	236	22730
0	237	13294
0	238	12882
0	239	23303
0	240	10860
0	241	26218
0	242	25475
0	243	2351
0	244	10099
0	245	6622
0	246	20336
0	247	12779
0	248	14405
0	249	31135
0	250	21521
0	251	19092
0	252	4349
0	253	22869
0	254	11984
0	255	25269
0	256	19884
0	257	5910
0	258	17859
0	259	32649
0	260	32143
0	261	27685
0	262	12665
0	263	28694
0	264	1402
0	265	9310
0	266	25659
0	267	29510
0	268	18868
0	269	19203
0	270	16642
0	271	31861
0	272	22370
0	273	812
0	274	4861
0	275	16917
0	276	17176
0	277	4360
0	278	12146
0	279	19558
0	280	25005
0	281	10227
0	282	13301
0	283	10779
0	284	21543
0	285	25414
0	286	20968
0	287	18255
0	288	20829
0	289	977
0	290	28664
0	291	14045
0	292	4692
